ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,TITLE,Summer Job Status,Summer Employer,Summer Title,Summer Arrange,Summer USA,Summer State,Summer Country,Summer Pay,S-Resources_1,S-Resources_2,S-Resources_3,S-Resources_4,S-Resources_7,S-Resources_8,S-Resources_5,S-Resources_6,S-Resources_6_TEXT,S-Skills_1,S-Skills_3,S-Skills_4,S-Skills_5,S-Skills_6,S-Skills_12,S-Skills_7,S-Skills_8,S-Skills_11,S-Skills_9,Current Job Status,Current Employer,Current Title,Current Arrangement,Current Country USA,Current Country,Current State,Current Pay,Current Source_1,Current Source_2,Current Source_3,Current Source_4,Current Source_7,Current Source_8,Current Source_5,Current Source_6,Current Source_6_TEXT,FC-Skills_1,FC-Skills_3,FC-Skills_4,FC-Skills_5,FC-Skills_6,FC-Skills_12,FC-Skills_7,FC-Skills_8,FC-Skills_11,FC-Skills_9,ROY Plan_6,ROY Plan_7,ROY Plan_4,ROY Plan_8,ROY Plan_9,ROY Plan_10,ROY Plan_5,ROY Plan_5_TEXT,FULL_TIME_STATUS,FULL_TIME_COMPANY,FULL_TIME_TITLE,FULL_TIME_ARRANGE,FULL_TIME_STATE,FULL_TIME_SALARY,FULL_TIME_HELP,Grad Acceptance,Accepted Schools,Grad Want Help?,LocationLatitude,LocationLongitude,LocationAccuracy
R_1IXzFM9XbRdoHWy,null,128.187.116.4,2023-10-11 12:59:46,2023-10-11 13:00:46,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (Please Specify),I am a stats minor and have already secured a full time job as an actuary,,,,,,,,,,,40.2584,-111.6591,-1
R_3kN6dOzvVKbzRSq,null,128.187.116.4,2023-10-11 12:59:51,2023-10-11 13:00:48,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_271YVGND0CWsEfa,null,128.187.116.14,2023-10-11 12:59:44,2023-10-11 13:00:50,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,,,,,No,,,,,,Yes,No,,No,40.2584,-111.6591,-1
R_31hnfte6jQN5arz,null,128.187.116.12,2023-10-11 12:59:36,2023-10-11 13:00:54,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_1DILrlCMF5F0WqS,null,128.187.116.25,2023-10-11 12:59:40,2023-10-11 13:01:12,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,,,,,,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_21vJbGpDdRp1KP1,null,128.187.116.23,2023-10-11 12:59:49,2023-10-11 13:01:36,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,BYU Library,Library Assessment Assistant,In-Office,Yes,,Utah,13,,,,,,,,Other,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.",,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.2342,-111.6442,-1
R_1CIQmSGG8GIvPeA,null,128.187.116.1,2023-10-11 12:59:42,2023-10-11 13:01:59,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Statistics Department,TA/RA,Hybrid,Yes,,Utah,20,,,,Department Resources,,,,,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.",,"Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,,,R,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_31WvT3XbQgssO4E,null,128.187.116.29,2023-10-11 12:59:37,2023-10-11 13:02:13,,,,,1,0,1,Yes,Peter Madsen,RA,Remote,Yes,Utah,,13,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.",,,,,,R,,,Yes,Peter Madsen and Nate Sandholtz,RA/TA,Hybrid,Yes,,Utah,13,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.",,,,Presenting,,R,,,,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,,,,,No,,,,,,Yes,Awaiting decision(s),,No,40.2584,-111.6591,-1
R_seb2xVBaTTTPSAV,null,128.187.116.7,2023-10-11 13:00:13,2023-10-11 13:02:23,,,,,1,0,1,Yes,Allstate,Actuarial Pricing Support Intern,Remote,Yes,Utah,,31.50,,,,Department Resources,,,,,,,,"Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,Formal Presentation of work/results,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,,,,,,,Yes,Cigna,Senior Actuarial Analyst,Hybrid,Tennessee,87500,,,,,40.2584,-111.6591,-1
R_12RnT4gJG8EFq4I,null,128.187.116.1,2023-10-11 12:59:52,2023-10-11 13:02:33,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Bacon Inc,Data analyst intern,In-Office,Yes,,Utah,19,,,,,,,"Personal Network (Family, Friends, etc.)",,,,"Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,,,,SQL,,,Secure a Full-time job offer for AFTER graduation,,,,,,,No,,,,,,Yes,,,,40.2342,-111.6442,-1
R_sbebr2ybgcBoIpP,null,128.187.116.24,2023-10-11 12:59:43,2023-10-11 13:02:50,,,,,1,0,1,Yes,PACCAR,Credit Data Analyst,In-Office,Yes,Washington,,25,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,Formal Presentation of work/results,Python,R,SQL,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,,,,,No,,,,,,Yes,Yes,BYU - Masters of Statistics,,40.2584,-111.6591,-1
R_yWHdMo8W9uXzBbH,null,128.187.116.21,2023-10-11 12:59:37,2023-10-11 13:02:54,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,BYU Athletics,Technical Coordinator,In-Office,Yes,,Utah,0,,,,,,,,Other,Ad posted on women’s volleyball Instagram,,,"Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,Presenting,,,,,,Secure a Full-time job offer for AFTER graduation,,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_2Cy8h651OFZX0iR,null,128.187.116.21,2023-10-11 12:59:33,2023-10-11 13:02:55,,,,,1,0,1,Yes,The Domani Group / RA with Dr. Warr,Sales Analyst and Sales Development Representative / Research Assistant,Remote,Yes,Utah,,16.50,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.",,"Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,Formal Presentation of work/results,,,,,Yes,Dr Warr,Research Assistant,Remote,Yes,,Utah,14,,,,Department Resources,,,,,,,,,"Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,,,R,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,No,,Yes,40.2584,-111.6591,-1
R_A0bhZQBqqvjT8OJ,null,128.187.116.2,2023-10-11 12:59:36,2023-10-11 13:03:11,,,,,1,0,1,Yes,Select Health,Actuarial Intern,Remote,Yes,Utah,,22.03,LinkedIn,,,Department Resources,,Career Fair or Information Session,,,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,Formal Presentation of work/results,,R,SQL,,Yes,Select Health,Actuarial intern,Remote,Yes,,Utah,22.03,LinkedIn,,,Department Resources,,Career Fair or Information Session,,,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,Presenting,,R,SQL,,,Secure a Full-time job offer for AFTER graduation,,,,,,,Offer(s) Pending,,,,,,No,,,,40.2584,-111.6591,-1
R_XiIkobgueWwxG6J,null,128.187.116.17,2023-10-11 12:59:41,2023-10-11 13:03:15,,,,,1,0,1,Yes,University of Southern California,Summer Research Intern,In-Office,Yes,California,,0,,,,,,,,Other,NIH,,"Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,,,R,,,Yes,BYU,Peer mentor,In-Office,Yes,,Utah,15,,,,Department Resources,,,,,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,,Prepare for Graduate School,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,No,,,,,,Yes,No,,Yes,40.2584,-111.6591,-1
R_31YNd4zDymrr2ee,null,128.187.116.19,2023-10-11 12:59:51,2023-10-11 13:03:30,,,,,1,0,1,Yes,Hulme Orthodontics,Data Science Intern,In-Office,Yes,Texas,,13,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,Formal Presentation of work/results,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,No,,,,,,Yes,No,,Yes,40.2342,-111.6442,-1
R_qWoMpjfCPfBj3IR,null,128.187.116.17,2023-10-11 12:59:41,2023-10-11 13:03:32,,,,,1,0,1,Yes,Starita Solutions,Data Engineer,Remote,Yes,Utah,,0,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,"Model Deployment: Docker, Flask, AWS, etc.",Formal Presentation of work/results,,R,SQL,API,Yes,Starita Solutions,Data Engineer,Remote,Yes,,Utah,0,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,"Model Deployment: Docker, Flask, AWS, etc.",Presenting,,R,SQL,API,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,,,,,,,,,,,,No,,No,40.2584,-111.6591,-1
R_2YP8iK2SW1hvZok,null,104.28.123.161,2023-10-11 12:59:39,2023-10-11 13:03:34,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Statistics Department,Teaching Assistant,In-Office,Yes,,Utah,14.25,,,,Department Resources,,,,,,,,,,,,Python,,SQL,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,,,,,,,,,,,,No,,Yes,40.759,-111.8876,-1
R_2WAy4a74z56fL9I,null,128.187.116.20,2023-10-11 13:00:01,2023-10-11 13:03:53,,,,,1,0,1,Yes,United Healthcare,Actuarial Intern,In-Office,Yes,Connecticut,,32,,,,Department Resources,,,,Other,Indeed,,"Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.",,"Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,Formal Presentation of work/results,,,SQL,,Yes,BYU Stats department,Stat 274 TA,In-Office,Yes,,Utah,14,,,,Department Resources,,,,,,,,,,,Presenting,,,,,,Secure a Full-time job offer for AFTER graduation,,,,,,,Yes,United Healthcare,Actuarial Analyst 1,Hybrid,California,95000,,,,,40.2342,-111.6442,-1
R_3MfBEMPlPF3OxyP,null,128.187.116.3,2023-10-11 12:59:48,2023-10-11 13:04:19,,,,,1,0,1,Yes,Trustage,Actuarial Intern,Remote,Yes,Wisconsin,,26,LinkedIn,,,,,,,,,,"Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,"Model Deployment: Docker, Flask, AWS, etc.",Formal Presentation of work/results,,R,SQL,,Yes,Trustage,Actuarial Intern,Remote,Yes,,Utah,26,LinkedIn,,,,,,,,,,"Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,"Model Deployment: Docker, Flask, AWS, etc.",Presenting,,R,SQL,,,,,,,,Other (Please Specify),"I’m graduating and already have a job, I’m just hoping to get through the semester",,,,,,,,,,,40.2584,-111.6591,-1
R_2SlwXUXpGkcZHVY,null,128.187.116.1,2023-10-11 13:58:56,2023-10-11 13:59:35,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,,,,,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_3oLe2p4zRCdc7AB,null,128.187.116.29,2023-10-11 13:58:59,2023-10-11 13:59:39,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,,,,40.2584,-111.6591,-1
R_1K1mRdD1KVXpHvo,null,128.187.116.0,2023-10-11 13:58:58,2023-10-11 13:59:40,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,,,,40.2584,-111.6591,-1
R_1r851OOd5bFwSh7,null,128.187.116.14,2023-10-11 13:58:55,2023-10-11 13:59:46,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,,,,,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_3oHJhMwHO0DLPum,null,128.187.116.21,2023-10-11 13:58:55,2023-10-11 13:59:57,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,Become a TA/RA,,,,,,,,,,,No,,Yes,40.2584,-111.6591,-1
R_sIlsnkgwHVYpHOx,null,128.187.116.18,2023-10-11 13:59:00,2023-10-11 14:00:00,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (Please Specify),,,,,,,,,,,,40.2342,-111.6442,-1
R_22na9Nj8Iu8T5IV,null,128.187.116.31,2023-10-11 13:59:02,2023-10-11 14:00:05,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (Please Specify),Have a job,,,,,,,,,,,40.2584,-111.6591,-1
R_3P7EY7WGZ9M994P,null,128.187.116.19,2023-10-11 13:58:59,2023-10-11 14:00:12,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.2342,-111.6442,-1
R_YWTistrxvB6vxwR,null,128.187.116.3,2023-10-11 13:59:09,2023-10-11 14:00:12,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,,,,40.2584,-111.6591,-1
R_3qkXFSImRjr9KHf,null,128.187.116.10,2023-10-11 13:59:01,2023-10-11 14:00:15,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (Please Specify),Decide on a major,,,,,,,,,,,40.2584,-111.6591,-1
R_2WGeJEqhNnHOfQp,null,128.187.116.10,2023-10-11 13:58:59,2023-10-11 14:00:16,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,,,Prepare for Graduate School,Become a TA/RA,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,No,,Yes,40.2584,-111.6591,-1
R_NXSCYYVUdPmKNgd,null,128.187.116.14,2023-10-11 13:59:06,2023-10-11 14:00:21,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (Please Specify),Choose a major,,,,,,,,,,,40.2584,-111.6591,-1
R_3kNuQDICQyCEmzX,null,128.187.116.26,2023-10-11 13:58:59,2023-10-11 14:00:25,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,Secure a Full-time job offer for AFTER graduation,,Prepare for Graduate School,,,,,No,,,,,,Yes,No,,No,40.2584,-111.6591,-1
R_2wzNU9RO9IeYcXm,null,128.187.116.6,2023-10-11 13:58:59,2023-10-11 14:00:27,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,,Prepare for Graduate School,Become a TA/RA,,,,No,,,,,,No,No,,Yes,40.2584,-111.6591,-1
R_3MxtPFnfLypCZZ4,null,128.187.116.11,2023-10-11 13:59:06,2023-10-11 14:00:29,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,,,,,,,No,,,,,,No,,,,40.2584,-111.6591,-1
R_3kFxUG67b6phC9H,null,128.187.116.10,2023-10-11 13:58:58,2023-10-11 14:00:30,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (Please Specify),I’m a freshman and am still evaluating the major. I’m not currently focused on jobs/internships just yet,,,,,,,,,,,40.2584,-111.6591,-1
R_dj60xAU1Y5e0TIZ,null,128.187.116.16,2023-10-11 13:58:54,2023-10-11 14:00:32,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (Please Specify),I’m not sure yet,,,,,,,,,,,40.2342,-111.6442,-1
R_2XdqDgnp1F8HtbE,null,128.187.116.30,2023-10-11 13:58:57,2023-10-11 14:00:36,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (Please Specify),Just figure out what Stats is and what I want to do with it. Right now I’m just angry at my classes as I don’t feel like I’m learning as effectively as I want to,,,,,,,,,,,40.2584,-111.6591,-1
R_1CDZcYhFKpWwEhP,null,128.187.116.7,2023-10-11 13:59:00,2023-10-11 14:00:37,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_2t991v59SQfxK0E,null,128.187.116.2,2023-10-11 13:59:02,2023-10-11 14:00:37,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,,Prepare for Graduate School,,,,,No,,,,,,Yes,No,,No,40.2342,-111.6442,-1
R_2VDB8HZIDVjMvyL,null,128.187.116.25,2023-10-11 13:59:06,2023-10-11 14:00:43,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_1EYXuRUxEiU4X0U,null,128.187.116.10,2023-10-11 13:58:58,2023-10-11 14:00:48,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,,,,40.2584,-111.6591,-1
R_26liFDPKoJaZLg7,null,128.187.116.0,2023-10-11 13:58:55,2023-10-11 14:00:52,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Momentum Marketing,Chief Data Analyst,Hybrid,Yes,,Utah,0,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,Presenting,,,,,,,,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,,,,40.2584,-111.6591,-1
R_1jPTsRScfrNcdHT,null,128.187.116.15,2023-10-11 13:58:56,2023-10-11 14:00:52,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (Please Specify),I want to get in some way with the athletic department as I want to get into coach through sports stats.,,,,,,,,,,,40.2342,-111.6442,-1
R_etznTCkSjV9Uo6Z,null,107.77.227.200,2023-10-11 13:58:58,2023-10-11 14:01:29,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,BYU,RA,Hybrid,Yes,,Utah,15,,,,,,,"Personal Network (Family, Friends, etc.)",,,,"Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,Presenting,,R,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,Become a TA/RA,,,,,,,,,,,,,,34.0544,-118.2441,-1
R_Auj4TJSJfFCIQmZ,null,128.187.116.19,2023-10-11 13:59:27,2023-10-11 14:01:41,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,,,,,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_3MAI10sIjynXib4,null,128.187.116.4,2023-10-11 13:58:58,2023-10-11 14:03:40,,,,,1,0,1,Yes,BYU Dining Technology,Technology Project Manager,In-Office,Yes,Utah,,21.40,,,,,,,"Personal Network (Family, Friends, etc.)",Other,Y Jobs,"Data Collection: Web-scraping, Date Entry, Surveys, etc.",,,,,Formal Presentation of work/results,,,SQL,,Yes,BYU Dining Technology,Technology Project Manager,In-Office,Yes,,Utah,22.30,,,,,,,"Personal Network (Family, Friends, etc.)",Other,Y Jobs,"Data Collection: Web-scraping, Date Entry, Surveys, etc.",,,,,Presenting,,,SQL,,,Secure a Full-time job offer for AFTER graduation,,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,Offer(s) Pending,,,,,,No,,,,40.2584,-111.6591,-1
R_XoBqPLOBEcLtoNX,null,172.59.153.245,2023-10-11 13:58:55,2023-10-11 14:06:28,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (Please Specify),,,,,,,,,,,,40.7143,-111.8894,-1
R_8BcDLHs22pr0fpD,null,174.52.183.92,2023-10-11 13:00:00,2023-10-11 18:58:04,,,,,1,0,1,Yes,Milliman Seattle Health,Actuarial Analyst Intern,In-Office,Yes,Washington,,29,LinkedIn,,Career Services,,,Career Fair or Information Session,"Personal Network (Family, Friends, etc.)",,,,"Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,Yes,Milliman Seattle Health,Actuarial Analyst,In-Office,Washington,82000,,,,,40.2329,-111.6688,-1
R_20SPJyULkhyuoDM,null,128.187.116.5,2023-10-13 09:01:30,2023-10-13 09:02:40,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,,,,40.2584,-111.6591,-1
